dhiirri bara onnee dhibba qaba,1
dhiirri durii onnee tokko qofa qaba,10
shamarran haala jaalalaa dhiiroota caalaa beeku maaliif,10
dhiirri baaddiyyaa jaalala beekti maaliif,10
shamarran jaalallee qabduu dhiira biraa shooshiltu caalaa juntaan hin jirtu,10
dhiira jaalallee biraa qabuu shamarran biraa shooshilu caalaa gowwaan hin jiru,10
dhiirri jaalallee qabuu biraa shooshilu baandaadha,10
dhiira jaalallee qabuu dubara biraa shooshilu caalaa juntaan hin jiru,10
dhiirri shamara umrii 27 olii fuudhe abbaa manaa qofa hin abbaa oolmaa isheeti galata galchuufii qabdi,10
dubarri dhiira 30tti heerumte abbaa manaasheetti qofa ilaaluu hin qabdu abbaa ishees ta'aaf ta'eef tokko tokko abbaa jettee waamuu qabdi,10
qeerroo shamara durbumma hin qabne fuudhuun dirqama,10
shamara qalbii qabdu fuudhaa,10
shamarran dhiirri machooftuu sobduun jaalalaaf hin taatu,10
dhugaa dubbachuuf dhiironni bara dubartii jaalala dhugaa qabdu shamara booroo qabdu jaalatu,10
namni shamara opdo amane dhumni hin tolu,1
dubartiin mudhii furdattu gaa'ilaaf hin taatu jedhan warri dhiiraa,1
shamarran wallaggaa hudumtu durbummaa qabu jedhan hangam dhugaadha laata,10
warri shamarranii dhiira qabaman gaafachuu maaliif sodaatu,10
fedhe ta'e dubbaartiin dhiiraa hin gaafattu baay'ee qaaniidha,1
shamarran oromoo hirmaannaa guddaa wbo gochaa jiru haamilee jajjabeessinu,10
shamarran heeruma yaadde jaarsa gaarii eebba haadha abbaa qabu rabbiin badhaasu,10
warri shamarranii dubartoonni jaarsa gaarii barbaaddu koottuu aamiiin jedhi rabbiin aliyyii kennee gammachiisu,10
shamara biyya,10
shamara aayyoo,10
shamarri gargaartuudha,10
shamarran haadhoo keeti,10
shamarran dhiira kuukkiii qabu hunda maaf abbaa qabeenyaa se'uu,1
dhalli namaa hundi warqiidha sammuun namaa gaarii dalagee bareeda,10
shamarri biyya arabaa nama kaayyoo maatii jijjiiruuf biyyaa baate,10
shamarran kaayyoo qabdu hin heerumtu,1
shamarri booroo dhiibdu farra nageenyaati,1
durboonni hin gowwoominaa dhiirri gabaabduun barumaan ijoollee fakkaatu,1
dhalaa dubrummaa hin qabne fuudhuu haadha heerumtee baate fuudhuu wayya,1
dhiira miidhamtu hunda dhalaa gantuutu jira,1
dhiirri furdaan kuukkiii qabu sangaa qalmaaf qophaa'e fakkaata,1
dhiirri furdaan sangaa fakkaata,10
shamarri gowwaa lafti magaalaa abbaa qabeenyati,1
shamarri gabaabduun eebba wa'ii fakkaattiim,10
shamarri mana hin qabne gatiin gadii bu'aadha,1
dhiirri gurraachi kooti,10
bareedinni dhiiraa gurraachummaa madaalamuu qaba,10
dhiiraa diimaa dhiiraa gurraacha wayya,1
dhiirri jimmaa garaa jaalata abbaa garaati,1
dhiirri dubartiif bakka hin qabu,1
dhiirri harargee jaartii hin bulchu ishiitu bulcha bultiin biratti hiikaa hin qabu barbadee fuudhee guyyaa 7ti hiika,1
dhiirri wallaggaa kokkolfaa,1
yaa shamarran dhugaan jedha bultii gaarii ijaarachuu barbaaddan dhiira maccaa tulumaa heerumaa,10
dhiirri wallaggaa tola,10
dhiirri shawaa farsoo araqee dhugduudha,1
dhiirri shawaa foolii farshoo qaba,1
qoyi dhiirri shawaa sammuun nagaa qabaa,10
dhiirri dubartii qabeenya qabdu fuudhe fincaa'uuf eeyyama niitiii gaafata,1
dhiirri jaalallee hin qabneef durbi durbummaa hin qabne seeratti dhihaachuu qabu,1
dhiira garee ijaaru dhiiri bultii ijaaru argun miilaa bakar waaree arguu taate,1
dhiirri baadiyyaa hojii hin danda'u,1
dhiirri bareeda shamarran hundaa suura maxxansan bultiif hin taatu,1
shamarran beektuudha,10
shamarran gubduudha,1
warri shamarranii warri qalloo taatan baga gammaddan,1
dhiirri bara suuraa qofa irraatti bareeda lafatti zeeroodha,1
dhiira shawaatiin dhungaatamu mannaa dhiira wallagaatiin ciniinamuu wayya,1
dhiirri shawaa warqiidhaa gatii jabeessa,10
facaafte haammatta durbummaa namaa hin balleessin,10
durbummaa shamarree tokkoo balleessitee durbummaa shamarree biraa hin eegin,10
durba qalloo hin fuudhinaa waraanti,1
dhiirra qallaa hin heerumin waraanaa,1
dhiirri addaggee muudiin galuuf koodha,10
dhiira gaarii hin barbaadu,10
shamarran biyya arbaa goota goota caaluu jabaadha,10
shamarran biyya arabaa haamilee shamarran tuquun dhaabbatu,10
shamarran arabaa abdii hin kutatinaa jabaadha mudhii hidhannee jabaannu,10
shamarran biyya arabaa dandeessu hunda obsituu,10
shamarri biyya arabaa warqiidha,10
shamarran biyya arabaa abaaruun dhaabbatu,10
shamarri dhiirri bara jaalata jettee amantu gowwaadha amani,1
dhiirri shamara bara amanu gowwaa gowwootaati,1
shamarran shawaa shamarri biraa jaalala hin beektu,1
sammuu shamarran biyya arabaa jirtu guutee qarshiidha jaalala dhiisanii jiru,1
shamarran dubaa'i jaalallee godhachuurraa gaalaa jaalachu woyya waaqa,1
dhiirri amala qaba tokkoffaa hunda fakkaachuu,1
dhiirri amala qaba lamaffaa sobee kakachuu,1
dhiirri amala qaba sadaffaa torba jaalachuu,1
shamarran biyya arabaa maaltu barbaadaa maaliif jettanii,10
shamarran biyya arabaa baayyee qaqqaaliidha,10
dhiirri bareedan amalli zeeroodha,1
dhiirri bareedu hojiin zeeroodha,1
dhiirri bareedu ilaalichi zeeroodha,1
dhiirri bareedu jireenyi zeeroodha,1
dhiirri fokkisaan wajjiin jiraachuuf ta'a,10
dhiirri bareedan wajjiin suuraa ka'uuf jireenyaaf hin,1
dhiirri eenyummaa beeku shamarran biyya arabaa hin qeequ,10
dhiirri fb barteef sareen qeeraa barte tokkuma,1
dhiirri shawaa hattuudha,1
dhiirri wallaggaa hattuudha,1
dhiirri kaayyoo qabu shamarran fb jaalalli hin qabu,10
shamarran fb hundii warqiidhaa,10
shamarran kaayyoo qabdu dhiira fb shooshiluu bultiif hin barbaaddu,1
shamarran biyya arabaa jirtaan dhiira biyya arabaa hin heeruminaa,10
dhiirri itoophiyaa jiraattan shamarran arabaa jiraatan hin fuudhinaa dhaamsa kooti,10
dhiirri oromiyaa warqiidha,10
dhiirri biyya arabaa carqiidha,1
shamarran dhaaba hin qabnee oromoo miti,1
shamarran bultiif taatu garee keechaa hin argamtu,1
shammarran biyya arabaa hundii warqiidhaa keessaattu shamarran dubaa'i,10
dhiirri sagalee qallaa durba fakkaata,1
durbi baadiyyaa xibaara baayyisti,1
durbi bareedduuf konkolaataan mana abbaa qarshii qabuuti,1
shamarran gabaabduu fuudhuurra fuudha dhiisu wayya muramte,1
durba furdoo fuuchuu mannaa dhiisu wayya muramte,1
durbi abbaa birriiti,1
shamarran qalloon bultiif hin taatu kalaas,1
xibaara dhiiraa durba booroo hin qabne nagaa hin gaafannu,1
dubraa qal'oo dheertuu gaafa arguu saandaallii se'ee aarsuuf deema,1
shamarran qal'oo hin fuudhinaa,1
dubartoota barnootan jajjabeessudhaaf qabxii barattoonni shamarranii sadarkaa tokkoo birootti darban dhiirarra gadi buusudhaan jajjabeessaa turan,10
shamarran dhiiraa gadi ta'anii hin hawaasa ilaalcha tureef miidhaa shamarran gaheef shamarran barnootarraa fageeffamaniif jajjabeessudhaan barnootatti cimaniif yaadameeti,10
dhiirri sobee kolfe sobee boo'u hin danda'u,10
shamarran bara dhiiratu safuu beeka,1
dhugaa jette shamarran bara anuma wajjiin safuu wallaalteetti,1
shamarran ammaa safuu oromoo hin beektu,1
shamarran beenxee keessaa kanumti durbummaa qabdu jirtiyii,1
shamarran durbummaa hin qabne guyyaa qaama miidhamtoota kabaaju qabdan,1
shamarran biyya arabaa daawwitiidha ilaalta,1
dubartii dhiirri dorgommiirratti sagalee wal fakkaatu argatan dubartiif carraan laatama jedhu wixinee labsichaarra taa'uus manni marichaa sagalee caalman kuffiseera,10
namoota har'a vaayirasiin koronaa irratti argame afranuu lammii itoophiyaa ta'an dhiira lamaa dubartii,10
shamarri fokkistuun jaalala dhugaa beekti,10
shamarri bareedduun jaalala hin beektu,1
shamarri rifeensa hin qabne hundi dhiiruma fakkaatti,1
shamarri durbummaa qabdu jiraatte badhaasa qabda,10
shamarraan shawaa safuu beektudha,10
shamarran shawaa biraa gad deemtudha,1
dubartii konkolaataan finfinnee dadhabnee lamaan isaanituu humnaa fe'uu jaalatu,1
shamarran tun maa waccii talbaa eelee,1
dhiirri biyya arabaa jiraatan bultiif hin taatanu nan sobee,1
dhiirri biyya arabaa safuu hin beeku addaggeedha,1
shamarran biyya arabaa fuudhaaf hin taatuu hin fuudhin qeerroo,1
shamarran gurraatti hin fuudhin qeerroo rifachiistii,1
shamarran wallaggaa hin fuudhinaa safuu hin beekanii,1
shamarran diimtuu gudeedii isheen shanyii kuush miti yaa qeerroo,1
shamarran gurraatti shanyii kuush ganamaa jaallaadha,10
shamarran bareedduu oromiyaa keessaa kamittin argadha,10
shamarran oromiyaa keessaa haraki caalu kamtu fb faayyadama,10
shamarran oromoo dhiirri habashaa hin fuune tolee,10
shamarran salaalee mi'oofti jedhan dhugumaa laata,10
dhiirri jaalala dhugaa beeku hin jiru soba,1
durba hin jaaladhu sobduu taatef,1
dhiirri furdaan bultiif hin,1
dhiirri areeda hin qabne hunduu shamarran fakkaata,10
dhiirri butiif baalee jira,10
dhiirri oromoo jaalala fudhachuu jaalala kennuu hin beeku,1
jaalattanis jibbittanis dhiirri shawaa gootas bareedas,10
dhiirri wallagaa maaliif akkanatti bareedduu gaaffii kooti,10
dhiirri bara birrii jaalala hin barbaadu,1
dhiirri bara bakka argatee hin bahu saree wayiidha,1
arabaattin heeruma jedheen qeerroo sodaadhee dhiise,10
dhiirri jimmaa warqiidha,10
dhiira jimmaa carqiidha,1
dhiirri maaliif shamarran godina biroo fuudhuu barbaaduu,10
dhiirri oromoo durbummaa jaalala hin barbaadu,10
dhiirri jimmaa sunsuma bunaati,10
warri durba maaliif sobdu,1
shamarran baayyee dhiira gurraacha jaalatu jedhama maaliif,10
dubartoonni hedduun dhiira gaarii dhabanii jiru sababni isaas dhiira gaarii adda baasuu dadhabaniif,10
dhiironnis dubartoota tokko tokko fakkeessu sobuu danda'u nama soba dhugaa addan baafachuu qabda,10
dhiirri dhugaan jaalatu jaalala kunuunsa agarsisa ykn jaalala kunuunsa godha,10
dhiirri sobaa walitti dhufeenyi irratti hunda'edha,10
shamarran qarshii furdaa horattu gatii hin qabdu,1
fuudhan durba gurraattii,10
durba diimtuun dhiira fakkaatti hin fuudhinaa,1
durba harargee durbummaa qabdu fuuchuun barbaada hayyee,10
dhiironni fuudhuu barbaadan durba baddallee fuudhaa,10
shamarran harargee qabdi 1ffaa kabaja qabdi,10
shamarran harargee qabdi lamaffaa bareedina uumama qabdi,10
shamarran harargee qabdi sadaffaa dubrummaa qabdi,10
durbummaa shamarran harargee miila bakar waaree hin argin hafnaa laata,1
shamarran harargee mootii jaalalaati,10
dhiirri kenni jedhee nagaaftu baayyee tola,10
dhiira wojjin wol bartan qabeenya maal qabda mana konkolaataa jettanii hin gaafatinaa,10
gaa'ila raawwattan dhiira jabeessaa harka lamaan qabadhaa,10
dhiirti mana urgaa'uu bakka bareedduu jaalata ta'eef hunda mana urgeessaa,10
dhiiraaf adurreen bakka ho'aa jaalatu hin qorrisiisinaa,10
dhiirti aarii hin jaalatu ta'eef hin aarsinaa jedhe hunda tole jedhaa,10
shamarran feete shooshili harargee fuudhi,10
dhalaa fuute yaabbattes rakko miti,1
dhalaa dubrummaa hin qabne fuute cidha keetitti maallaqa hin baasin obbooleessa,1
dhalaa funyaan qabdu hin hidhiin bareeddu fuudhi obbooleessa,10
dhalaa garbuun shukkumii jaalatti,10
dhalaa diimtuu walumaan qoosa hin fuudhinaa,1
dhiirti dubaa'i dhalaa waliin suuraa ka'uu daabboo nyaachu hin beektu,1
jireenya gaarii jiraachuu feeta taanan dhalaa shawaa fuudhi,10
bara dhalaa diimtuu gurraattii addaan wallaallee keessaa jirraam,10
dhiirri tiik tookii fayyadamtu hundi gowwaadha,1
dhiirri kaayyoo qabdu hin heeruma hin fuudhu,1
dhiirri kaayyoo qabdu shamarran shawaa shooshilee shamarran jimmaa fuuti,10
dhiirri kaayyoo qabdu shamarran shawaa fuudha,10
dhiirri kaayyoo qabdu shamarraniif kaardii guutaa oola,1
shamarran harargee hirriiba ganamaa nama gammachiisa jedhan,10
dhalaan kaayyoo qabdu dhiira addaggeetti heerumti,1
shamarran eebba haadha abbaa qabdutu dhiira gowwaati heeruma,1
shamarran harargee hundi isheetuu goota kabajatu malaaf,10
shamarran harargee rabbiin gaafa uumu harka dhiqateet uume oromoof qaaliidha,10
shamarran harargee hedduu miidhagan warqii oromooti jiraadha,10
shamarran oromoo hundi isheetuu warqiidha,10
shamarran harargee mootii jaalalati,10
gaafan du'u shamarran harargeetii waliin awwaala,10
gaafan du'e dhiira harargee waliin awwaala,10
dhugaa keeti shamarran harargee warqiidha maaltu gaha,10
dhiiraa amanaa fuudha feetan shamarran siyaasa bilisaa fuudhaa dhaamsa oromummaati,10
shamarran bareedduun hundi haadhoo kooti,10
harargee keessaa dhiira qofatu qaroomadha,1
shamarran harargee qaroomina hin qaban,1
dhiirri tokko obboleetti shooshiluu argite maal goota,10
namni fuungee fuudhe innuu malateera yaaddoo turaa wajjiin bara dheeraa,10
durba obboleettidha haadha manaadha hin arrabsin,10
shamarreen biyya arabaa jirtu tokkoon isheetuu kasaaraa hin qabdu,10
durbi biyya arabaa neetworkiin biyya sa'aatii jaha hin hojjetu,1
shamarreen harargee warqiidha,10
shamarran oromoo hundi warqiidha,10
shamarran jimmaa qaaliidha,10
dhiirri jimmaa warqii caaluu dhugaadha,10
amaaraa dubartiin ulfaa tokko waanuma hundaa kajeelu,1
shamarreen hiyyeesa jaalattu fiilmii qofarratti,1
dubartiin tokko umrii afurtamii shanii shantamii shanii qofa tajaajila kennitu,1
shamarran oromoo hunduu jaalala beekti,10
shamarri oromoo hundu jaalala beekti gandummaa dhiisaa,10
shamarran hin fuudhinaa shanyii arabaati isheen,1
dhiira gantuudha,1
shamarran kutattuudha,10
dubartiin gaariin dhiira gaariif uumamtee jedhan rasulli,10
yaa rabbii abbaa manaa gaarii haadha manaa gaarii waliif qoodii jannataa addunyaa akiraallee waliin badhaasi aamiin yaa rabbii yaa allaah,10
dhiirri baadiyyaa meeshaa guddaa qaba jedhu dhugumaa,10
dhiirri bara durba caalaa haadha ilmanii jaalatti,1
dubartoota qofaaf baga kabaja guyyaa kijibaa keessaniin gahe,1
shamarran saa'udii arabiyaa jirtaan dhiiraaf warqii bittan harmee keessaniif buna bittani,10
shamarran durbummaa hin qabne seeratti dhihaachuu qabdi,1
shamarran biyya arabaa jiran tokkollee durbummaa hin qabdu,1
shamarran biyyaa arabaati dhufte hunduu qalbii hin qabdu gori qeerroo,1
shamarraan arabaa taphaaf fuudhaaf hin taatu qeerroo,1
durbi durbummaa qabdu seeratti dhiyaattu,1
dubartoonni durbummaa hin qabne ajjeesaa,1
shamarran bareedduun oromiyaa keessaa baay'inaan kamitti argamti,10
durba durbummaa qabdun dhabe maal wayya,10
dubarri amanamtuun oromiyaa keessaa kamitti argamti laata,10
addunyaa kanarraa shamarran dubrummaa qabdu hin qabneettu hedduudha,10
shamarran garee amala gaarii qabaattanus namni durbummaa qabu hin jiru,1
jaalalli shamarran durbummaa hin qabne nyaata sooggida hin qabneeti jedhu dhugaadha,1
shamarran biyyaa arabaa durbummaa qabaatte ofin ajjeesa,1
shamarran durbummaa hin qabne seeratti nuf hadhiyaatani,1
filannoo bara 2012 irratti shamarran durbummaa qaban hin hirmaatan jedhame,1
ijoolleen biyya arabaa jiran durbummaa qabu jedhu,10
godinaalee oromiyaa hunda shamarran takka takka fuudhuun barbaada,10
shamarran maraatanii jiru dhugaa,1
dhiirri rifeensa mataa firiizii hin qabne hin bareedu,10
dhiirri hin jiru ta'ee taanaa turre dubartoonni,10
shamarran biyya alaa dhiirri biyya alaa warqiidha,10
dhiirri wallaggaa maaliif akkanatti jajanii,10
dhiirri jimmaa dhiirummaa hin guutuu caatii qama'uuf farsoo dhugdee fincaa'uu qofa,1
dhiirri wallaggaa maaloodha maaliif shaaffaduu baayyisti,1
dhiirri harargee maaliif akkan bareedu,10
yaa shamarran dhageessaa dhiirri wallaggaa bineensa adaraa jabeessaa,10
dhiirri bareedduun hundi jaarsa fakkaatti,10
dhiirri hindii dhiirri amaaraa takka jaalala nama qabsiisan beeku,10
dhiira amanuu adurreedhan aannaan eegi jedhanii manaa bahuudha,1
dhiirri maaliif durba sossobata,10
dhiirri bareedaniif dubartiin bareedduun baayyee carraan bultii hooratinii jiraachuu xiqqaadha,10
bakka ijoolleen durbaa hin jirre jiraachuurra hin dhalatin hafuu wayya,10
,10
ijoolleen durbaa maaliif dhiira bukkee ga'an hudduu mimicciiru,1
shamarran walloo yaa bareeda alagaaf kennu dabarsee,10
ganamaa qabee ammaatti durba durbummaa qabdu barbaadeen dhabe,1
dubartiin tokko dhiirri wayii nafsaala dheeraa qabuuf jajuu hin qabdu,10
shamarran biyya arabaa jirtu muxxeen jaraa abbaa hin qabdu,1
sababa nama tokkoon nama hunda hin xureessinaa dubarri saditti oolu tokkoffaa haadha keenyaa,10
sababa nama tokkoon nama hunda hin xureessinaa dubarri saditti oolu lamaffaa obboleetti keenyaa,10
sababa nama tokkoon nama hunda hin xureessinaa dubarri saditti oolu sadaffaa haadha manaa,10
dhiirri biyya arabaa jirtu hundi isheetuu kadhattuudha,1
dhalaan biyya arabaa jirtu hundi salamtuudha,1
dhiirri hin boo'u gumaa baasa,10
shamarran biyya arabaa keessaa harka meeqatu jaarsa qaba,10
addooyyeen hiriyummaa shamarran qarreeti,10
qarree dubara reefu geessu rifeensa guduruu haadhatte hinheerumin ykn walqunnamtii hineegaliini,10
addooyyeen aadaa shamarran oromoo jaalala dhugaa kabajaafi maalummaa hiriyummaa ittiin agarsiisaniidha,10
rakkoolee fayyaa finnisni fuularratti baay'achuu rifeensi mataa bubuqqa'uu dubartoonni amala dhiiraa agarsiisan taasisa jefhameera,10
amaloota dhiiraa shamarran agarsiisanis sagalee dhiiraa qabaachuu areeda biqilchuu marsaan laguu ciccituufi baduu dhibee tiruufi gadameessaa hammeessuu danda'a jedhan,10
dhiironni amala dubartootaa agarsiisuu harma guddachuu jijjiirama hormoonii agarsiisuufaa tauu eeran,10
durbi bareedina isheetti amantu gurdii uffatti,10
amani durbi durbummaa qabdu ogeettiidha kabaja aadaafii sodaa qabdi,10
durbi durbummaa hin qabne harree madaa fakkaatti,1
durba durbummaa qabdurra qalbii qabdu woyya,1
shamarri bara qullaa deemum bar,1
luqqa'uu garaachaa dhiirootaf sababni dubartoota,1
gubachuu somba dubartootaaf sababni dhiira ta'uus dabali,1
luqqa'uu garaacha dhiirotaaf sababni araqeedha,1
luqqa'uu garaacha dubartootaaf sababni buna,1
luqqa'uu booroo dubartootaaf sababni dhiirota,1
luqqa'uu somba dubartootaaf sababni dhiirota,1
dhukkubbii boo'icha dhiiratiif wanti sababa ta'uu danda'u dubartoota qofa,1
dhiirri durba durbummaa hin qabne fuudhe hattuudha,1
dhiiruma rabbi fixu,1
durba birrii qabdu durbummaa qabdu fb hin jirtu,1
durba durbummaa hin qabne kabajuu seexanatti sagaduun tokkuma,1
durba durbummaa hin qabne mana cufaa balbala hin qabneen tokkuma,1
beektonni jedhanitti durbummaan tokko tokko haala irratti hundaa'ee baduu danda'a,10
durbummaan parsantii sagaltamii sagal walqunnamtii saalaatiin bada,10
dhiirri durbummaa soqxuuf seexanni dhiiga barte tokkuma,1
durba durbummaa hin qabne dhukkee kaasudha,1
durba durbummaa hin qabne kireeffatte haadha manaa namaa fuudhuun yakka,1
durba obboleettidha,10
dhiira obboleessa abbaa manaadha hin arrabsin,10
shamarran oromoo kallattii hundaan jirtan jirtuu jirtan,10
dhiirri dhedheeraan warqiidha,10
dhiirri gabaabaan diyaamendiidha,10
durbi gaafa heermtu guyyaa tokko qofa boossi,10
dhiirri gaafa fuudhe bara jireenya boo'a,1
beekkamu baayee dhiiraa dubartiin baayeen walitti dhiyaatu kanneen karaan jaalalaa walitti dhufeenya dhiiraa durbaatiif baayee mijaayaa,10
dhiirri dubartii jaalatu dubartiinis dhiira jaalatti,10
durbaa harreen daftee fuula naanneffatti,1
shamarraan arrabsuun dhaabbatu,10
shamarran haadha obboleettidha haadha manadhas taatef arrabsuun dhaabbatu,10
dubarii herreegni goroggoraa jaalatu,1
durbi garaa guddaa ulfa fakkaatti,1
rakkoon shamarran keenyaa guddaan hojjetanii duroomuu dureessatti heerumuu filatu,1
shamarri hin heerumin durbummaa hin qabne nagaan boqadhu,1
shamarran bareedduu gaafa argituu uumaa ajaa'ibsiifadhu,10
durba durbumma hin qabne namni fuudhe warabessa sa'aa du'aa nyaateti,10
shamarran durbummaa hin qabne guyyaa ayyaana qaama miidhamtoota duuka kabajatan,10
shamarran durbummaa hin qabneef manni kiraa tokkicha dhugaa,10
durbi durbummaa hin qabneef manni furtuu hin qabne tokko,10
shamarran durbummaa hin qabne mana araqee waliin tokkuma,10
dubartoonni hin heerumin umriin 30 ta'e baddan michiin dhahe,1
warri shamarranii heerumuu barbaaddu taanan hidhii hidhii adurree hantuuta quuftee fakkeessitanii hin deemina,10
warri dhiiras fuudhuu barbaaddu taanan rifeensa bosona baalee fakkeesitanii hin deeminaa,10
obn hagayya 29 2011 shamarran 25 ogummaa moosaajiin leenji'an eebbifaman,10
obn 21 12 2010 talaallin ittisa kaansarii fiixee gadaamessaa shamarran umriin 14 ta'eef buufataalee talaallii manneen barnootaa dhaabbilee fayyaatti laatamu ta'uu ministeerri eegumsa fayyaa fdri beeksise,10
talaallin kaansarii fiixee gadaamessaa shamarran umriin 9 14 ta'eef laachun ittisarratti bu'a qabeessa ta'e ibsameera,10
bookoo haaraam shamarran 22 ukkaamsee fudhate,10
gareen shoororkeessaa bookoo haaraam nageenyaa naayijeeriyaa booreessaa jiru gandoota kaabaa baha biyyatti lamarraa shamarrann 22 umriinsaanii 17 gadii ta'aan ukkaamsee fudhachuusaa jiraatoonni naannichaa himan,10
jiraattoonnii naannichaa himanitti gareen bookoo haaraam shamarran keenyaa jalaa fudhachaa jiruu looltoota hadha warraa gochuufi jedhaniru,10
obn 22 03 2010 itoophiyaatti shamarran 76 waaee dhibee hiv adis hubannoo hin qaban jedhame,10
obn 01 09 2010 yunivarsitiin dursaa zaambiyaa barattoota dhiira dogoggorsuuf barattootni shamarree 'gar tokkee qullaa' uffachuun mana kitaabaa hin seenne jedheef dhiifama gaafate,10
baankiin addunyaa jedhutti haala ammaa fufe bara 2030tti dubartoonniifi shamarran qaama hawaasa hiyyummaa cimaa jiraatan jedhameera,10
obn 25 2013 barsiisaan biyya indiyaa tokko hojii barnoota shamarranii irratti hojjeteen badhaasa idil addunyaa barsiisotaaf qophaau injifate,10
obn mudde 04 2013 waldaan qajeelcha maatii itoophiyaa damee bahaa dhaabbilee deeggartootaa waliin mari'ate,10
hogganaan waldaa qajeelcha maatii itoophiyaa damee bahaa obbo nagaash seeyifuu dhaabbatichi deeggarsa namoomaa taasisaa turuu yaadachiisuun shamarran ciccimoo jajjabeessuuf badhaasa kennaa turuu himaniru,10
obn hagayya 08 2011 karoorri kittaannaa dubartootaa heeruma umurii dhabamsiisuuf bahe ifoome,10
obn adoolessa 27 2013 olompikii tookiyoo dubartoota meetira 800 irratti hirmaattee atileet habtaam alamuu 6ffaa bauun xumurteetti,10
olompikii tookiyoo dubartoota meetira 800 irratti hirmaattee atileet habtaam alamuu 6ffaa bauun xumurte jirti,10
obn hagayya 08 2013 jaarimiyaaleen dubartoota biyyaaleesaa gooticha raayyaa ittisa biyyaaf galaa qopheessuun dhiiga arjooman,10
pirezidaantiin federeeshini dubartoota biyyaalesaa aadde askalee lammaa ibsaanitti nageenyi biyyaafi daangaan biyyaa sarbamutti caalmaatti miidhaman dubartootaaf daa'imman ta'aniif nageenya biyyaa egsisuuf daangaa biyyaa kabachiisuuf adda durummaan tumsaniifi hirmaannaa dachaa qabanu dabartoota jedhanii,10
ammaattis jaarimiyaaleen dubartootaa sadarkaan jiru galaa qopheessuufi bifa adda addaatiin deeggarsa birii miliyoonatti tilmamamuu taasifneerra jedhanii guyyaa haraa galaa birrii 400fi 70 baasuufi dhiiga yuunitti 150 gumaachina jedhaan,10
gaafatamtuun waajjira liigii dubartoota paarti badhaadhinaafi aantuun pireezidantii liigii dubartoota paarti badhaadhina aadde meskerem abbebe dubartoonni ijaarsa biyyaa gahee bakka bu'insa hin qabaanne qabnuuf biyyarra rakkoo gahu qolachuuf daa'ima abbaa manaa isaaniifii ofis dabarsanii kennuun gaachana biyyati jedhaniiru,10
miseensonni jaarmiyaalee dubartoota biyyaaleesaa biyyi waamamtu dubartootaan fakkeefamtee ta'uunsaa dhimma biyyaarratti gahe dubartootaa dachaa ta'uu mulisa jedhanii,10
obn adoolessa 28 2013 pireezidaanti saahilawarqi zawdeen baadhafaman,10
ministeerri dubartoota maatiifi daaimmaani rippabliika dimookraatawaa koongoo badhaasaa guyyaa dubartootaa paan afrikaa waggaan lakkoofsa faranjoota adoolessaa 31 kabajamuu sababa taasisuun pireezidaanti saahilawarqi zawdee badhaasan,10
pireezidaanti saahilawarqi zawdeen badhaafamanis hojiilee dubartoota siyaasaan dinaagdeenifi hawaasummaan gaahomsuuf biyya afriikaafi idila addunyaatti hojjetaan tauus himameera,10
obn hagayya 12 2013 ciroo barmaatiileen miidhaa geessisan xinsammuu daaimmaan dubartoota miidhuu darbee rakkoo hawaasummaa taa jiru jedhame,10
akkaata barmaatiilee miidhaa geessisan hanbisuun dandaamu irraatti waajjirri dhimma dubartii daaimmaan dargaggoo godina harargee lixaa abbooti amantii abbooti gadaa haadhoolii siinqee qaamoolee dhimmi ilaallatu biroo waliin magaalaa cirootti mariate,10
barmaatiileen miidhaa geessisaan kanneen umrii heerumsiisuu kiittaannaa ijoollee dubara huuba qonqoo muruu kanneen biroo godina harargee lixaatti ammas jiraachuun yaaddessaadha jedhameera,10
gaafatamtuun waajjiira dhimma dubartoota daaimmaan dargaggootaa godina harargee lixaa aaddee asiliyaa ibrahiim barmaatiilee miidhaa geessisaan hanbiisuuf abbootiin gadaa abbootiin amantii qaamooleen biroo dhiyeenyaan hawaasa keessaatti barmaatiileen miidhaa geessisaan dubartoota daaimmaan irraatti rawwatamu argu taeef waliin marachuun barbaachisee jedhan,10
obn hagayya 01 2013 oloompikii tookiyootti waldorgommiin xumuraa fiigicha meetira 10 000 dubartoota har'a guyyaa sa'aatii 7 45 irratti eegala,10
dorgommii fiigichaa dubartoota kanan itiyoophiyaa bakka bu'an atileetota sadiidha,10
obn fulbaana 20 2013 waldaan dubartoota oromoo magaalaa finfinnee kantiibaa aantuu bulchiinsa magaalaa finfinnee aadde adaanech abeebeef kennaa uffata aadaa gumaacheera,10
obn ebla 13 2013 liigiin dubartootaa paartii badhaadhinaa oromiyaa konfaransii sochii filannoo bara 2013 geggeessuuf qophii xumuruusaa beeksise,10
liigiin dubartootaa paartii badhaadhinaa oromiyaa qophii konfaransii sadarkaa xumuree guyyaa boruu magaalaa adaamaa galma abbaa gadaatti sirna ho'aadhaan eegalu ta'uun himame,10
hoggantuun biiroo dhimma dubartootaa daa'immaniifi dargaggootaa oromiyaa aadde sa'aadaa usmaan ibsanitti waltajjiin konfaransii liigii dubartootaa sadarkaa naannootti geggeeffamu guduunfaa waltajjii konfaransii sadarkaa gandaarraa eegalee naannootti dubartoota miseensotaafi deeggartoota paartii badhaadhinaa ta'an miliyiona 5 hirmaachiseeti,10
