dhiirri bareedduun hundi jaarsa fakkaatti,0
dhiirri hindii dhiirri amaaraa takka jaalala nama qabsiisan beeku,0
dhiira amanuu adurreedhan aannaan eegi jedhanii manaa bahuudha,1
dhiirri maaliif durba sossobata,0
dhiirri bareedaniif dubartiin bareedduun baayyee carraan bultii hooratinii jiraachuu xiqqaadha,0
bakka ijoolleen durbaa hin jirre jiraachuurra hin dhalatin hafuu wayya,0
,0
ijoolleen durbaa maaliif dhiira bukkee ga'an hudduu mimicciiru,1
shamarran walloo yaa bareeda alagaaf kennu dabarsee,0
ganamaa qabee ammaatti durba durbummaa qabdu barbaadeen dhabe,1
dubartiin tokko dhiirri wayii nafsaala dheeraa qabuuf jajuu hin qabdu,0
shamarran biyya arabaa jirtu muxxeen jaraa abbaa hin qabdu,1
sababa nama tokkoon nama hunda hin xureessinaa dubarri saditti oolu tokkoffaa haadha keenyaa,0
sababa nama tokkoon nama hunda hin xureessinaa dubarri saditti oolu lamaffaa obboleetti keenyaa,0
sababa nama tokkoon nama hunda hin xureessinaa dubarri saditti oolu sadaffaa haadha manaa,0
dhiirri biyya arabaa jirtu hundi isheetuu kadhattuudha,1
dhalaan biyya arabaa jirtu hundi salamtuudha,1
dhiirri hin boo'u gumaa baasa,0
shamarran biyya arabaa keessaa harka meeqatu jaarsa qaba,0
addooyyeen hiriyummaa shamarran qarreeti,0
qarree dubara reefu geessu rifeensa guduruu haadhatte hinheerumin ykn walqunnamtii hineegaliini,0
addooyyeen aadaa shamarran oromoo jaalala dhugaa kabajaafi maalummaa hiriyummaa ittiin agarsiisaniidha,0
rakkoolee fayyaa finnisni fuularratti baay'achuu rifeensi mataa bubuqqa'uu dubartoonni amala dhiiraa agarsiisan taasisa jefhameera,0
amaloota dhiiraa shamarran agarsiisanis sagalee dhiiraa qabaachuu areeda biqilchuu marsaan laguu ciccituufi baduu dhibee tiruufi gadameessaa hammeessuu danda'a jedhan,0
dhiironni amala dubartootaa agarsiisuu harma guddachuu jijjiirama hormoonii agarsiisuufaa tauu eeran,0
durbi bareedina isheetti amantu gurdii uffatti,0
amani durbi durbummaa qabdu ogeettiidha kabaja aadaafii sodaa qabdi,0
durbi durbummaa hin qabne harree madaa fakkaatti,1
durba durbummaa qabdurra qalbii qabdu woyya,1
shamarri bara qullaa deemum bar,1
luqqa'uu garaachaa dhiirootaf sababni dubartoota,1
gubachuu somba dubartootaaf sababni dhiira ta'uus dabali,1
luqqa'uu garaacha dhiirotaaf sababni araqeedha,1
luqqa'uu garaacha dubartootaaf sababni buna,1
luqqa'uu booroo dubartootaaf sababni dhiirota,1
luqqa'uu somba dubartootaaf sababni dhiirota,1
dhukkubbii boo'icha dhiiratiif wanti sababa ta'uu danda'u dubartoota qofa,1
dhiirri durba durbummaa hin qabne fuudhe hattuudha,1
dhiiruma rabbi fixu,1
durba birrii qabdu durbummaa qabdu fb hin jirtu,1
durba durbummaa hin qabne kabajuu seexanatti sagaduun tokkuma,1
durba durbummaa hin qabne mana cufaa balbala hin qabneen tokkuma,1
beektonni jedhanitti durbummaan tokko tokko haala irratti hundaa'ee baduu danda'a,0
durbummaan parsantii sagaltamii sagal walqunnamtii saalaatiin bada,0
dhiirri durbummaa soqxuuf seexanni dhiiga barte tokkuma,1
durba durbummaa hin qabne dhukkee kaasudha,1
durba durbummaa hin qabne kireeffatte haadha manaa namaa fuudhuun yakka,1
durba obboleettidha,0
dhiira obboleessa abbaa manaadha hin arrabsin,0
shamarran oromoo kallattii hundaan jirtan jirtuu jirtan,0
dhiirri dhedheeraan warqiidha,0
dhiirri gabaabaan diyaamendiidha,0
durbi gaafa heermtu guyyaa tokko qofa boossi,0
dhiirri gaafa fuudhe bara jireenya boo'a,1
beekkamu baayee dhiiraa dubartiin baayeen walitti dhiyaatu kanneen karaan jaalalaa walitti dhufeenya dhiiraa durbaatiif baayee mijaayaa,0
dhiirri dubartii jaalatu dubartiinis dhiira jaalatti,0
durbaa harreen daftee fuula naanneffatti,1
shamarraan arrabsuun dhaabbatu,0
shamarran haadha obboleettidha haadha manadhas taatef arrabsuun dhaabbatu,0
dubarii herreegni goroggoraa jaalatu,1
durbi garaa guddaa ulfa fakkaatti,1
rakkoon shamarran keenyaa guddaan hojjetanii duroomuu dureessatti heerumuu filatu,1
shamarri hin heerumin durbummaa hin qabne nagaan boqadhu,1
shamarran bareedduu gaafa argituu uumaa ajaa'ibsiifadhu,0
durba durbumma hin qabne namni fuudhe warabessa sa'aa du'aa nyaateti,0
shamarran durbummaa hin qabne guyyaa ayyaana qaama miidhamtoota duuka kabajatan,0
shamarran durbummaa hin qabneef manni kiraa tokkicha dhugaa,0
durbi durbummaa hin qabneef manni furtuu hin qabne tokko,0
shamarran durbummaa hin qabne mana araqee waliin tokkuma,0
dubartoonni hin heerumin umriin 30 ta'e baddan michiin dhahe,1
warri shamarranii heerumuu barbaaddu taanan hidhii hidhii adurree hantuuta quuftee fakkeessitanii hin deemina,0
warri dhiiras fuudhuu barbaaddu taanan rifeensa bosona baalee fakkeesitanii hin deeminaa,0
obn hagayya 29 2011 shamarran 25 ogummaa moosaajiin leenji'an eebbifaman,0
obn 21 12 2010 talaallin ittisa kaansarii fiixee gadaamessaa shamarran umriin 14 ta'eef buufataalee talaallii manneen barnootaa dhaabbilee fayyaatti laatamu ta'uu ministeerri eegumsa fayyaa fdri beeksise,0
talaallin kaansarii fiixee gadaamessaa shamarran umriin 9 14 ta'eef laachun ittisarratti bu'a qabeessa ta'e ibsameera,0
bookoo haaraam shamarran 22 ukkaamsee fudhate,0
gareen shoororkeessaa bookoo haaraam nageenyaa naayijeeriyaa booreessaa jiru gandoota kaabaa baha biyyatti lamarraa shamarrann 22 umriinsaanii 17 gadii ta'aan ukkaamsee fudhachuusaa jiraatoonni naannichaa himan,0
jiraattoonnii naannichaa himanitti gareen bookoo haaraam shamarran keenyaa jalaa fudhachaa jiruu looltoota hadha warraa gochuufi jedhaniru,0
obn 22 03 2010 itoophiyaatti shamarran 76 waaee dhibee hiv adis hubannoo hin qaban jedhame,0
obn 01 09 2010 yunivarsitiin dursaa zaambiyaa barattoota dhiira dogoggorsuuf barattootni shamarree 'gar tokkee qullaa' uffachuun mana kitaabaa hin seenne jedheef dhiifama gaafate,0
baankiin addunyaa jedhutti haala ammaa fufe bara 2030tti dubartoonniifi shamarran qaama hawaasa hiyyummaa cimaa jiraatan jedhameera,0
obn 25 2013 barsiisaan biyya indiyaa tokko hojii barnoota shamarranii irratti hojjeteen badhaasa idil addunyaa barsiisotaaf qophaau injifate,0
obn mudde 04 2013 waldaan qajeelcha maatii itoophiyaa damee bahaa dhaabbilee deeggartootaa waliin mari'ate,0
hogganaan waldaa qajeelcha maatii itoophiyaa damee bahaa obbo nagaash seeyifuu dhaabbatichi deeggarsa namoomaa taasisaa turuu yaadachiisuun shamarran ciccimoo jajjabeessuuf badhaasa kennaa turuu himaniru,0
obn hagayya 08 2011 karoorri kittaannaa dubartootaa heeruma umurii dhabamsiisuuf bahe ifoome,0
obn adoolessa 27 2013 olompikii tookiyoo dubartoota meetira 800 irratti hirmaattee atileet habtaam alamuu 6ffaa bauun xumurteetti,0
olompikii tookiyoo dubartoota meetira 800 irratti hirmaattee atileet habtaam alamuu 6ffaa bauun xumurte jirti,0
obn hagayya 08 2013 jaarimiyaaleen dubartoota biyyaaleesaa gooticha raayyaa ittisa biyyaaf galaa qopheessuun dhiiga arjooman,0
pirezidaantiin federeeshini dubartoota biyyaalesaa aadde askalee lammaa ibsaanitti nageenyi biyyaafi daangaan biyyaa sarbamutti caalmaatti miidhaman dubartootaaf daa'imman ta'aniif nageenya biyyaa egsisuuf daangaa biyyaa kabachiisuuf adda durummaan tumsaniifi hirmaannaa dachaa qabanu dabartoota jedhanii,0
ammaattis jaarimiyaaleen dubartootaa sadarkaan jiru galaa qopheessuufi bifa adda addaatiin deeggarsa birii miliyoonatti tilmamamuu taasifneerra jedhanii guyyaa haraa galaa birrii 400fi 70 baasuufi dhiiga yuunitti 150 gumaachina jedhaan,0
gaafatamtuun waajjira liigii dubartoota paarti badhaadhinaafi aantuun pireezidantii liigii dubartoota paarti badhaadhina aadde meskerem abbebe dubartoonni ijaarsa biyyaa gahee bakka bu'insa hin qabaanne qabnuuf biyyarra rakkoo gahu qolachuuf daa'ima abbaa manaa isaaniifii ofis dabarsanii kennuun gaachana biyyati jedhaniiru,0
miseensonni jaarmiyaalee dubartoota biyyaaleesaa biyyi waamamtu dubartootaan fakkeefamtee ta'uunsaa dhimma biyyaarratti gahe dubartootaa dachaa ta'uu mulisa jedhanii,0
obn adoolessa 28 2013 pireezidaanti saahilawarqi zawdeen baadhafaman,0
ministeerri dubartoota maatiifi daaimmaani rippabliika dimookraatawaa koongoo badhaasaa guyyaa dubartootaa paan afrikaa waggaan lakkoofsa faranjoota adoolessaa 31 kabajamuu sababa taasisuun pireezidaanti saahilawarqi zawdee badhaasan,0
pireezidaanti saahilawarqi zawdeen badhaafamanis hojiilee dubartoota siyaasaan dinaagdeenifi hawaasummaan gaahomsuuf biyya afriikaafi idila addunyaatti hojjetaan tauus himameera,0
obn hagayya 12 2013 ciroo barmaatiileen miidhaa geessisan xinsammuu daaimmaan dubartoota miidhuu darbee rakkoo hawaasummaa taa jiru jedhame,0
akkaata barmaatiilee miidhaa geessisan hanbisuun dandaamu irraatti waajjirri dhimma dubartii daaimmaan dargaggoo godina harargee lixaa abbooti amantii abbooti gadaa haadhoolii siinqee qaamoolee dhimmi ilaallatu biroo waliin magaalaa cirootti mariate,0
barmaatiileen miidhaa geessisaan kanneen umrii heerumsiisuu kiittaannaa ijoollee dubara huuba qonqoo muruu kanneen biroo godina harargee lixaatti ammas jiraachuun yaaddessaadha jedhameera,0
gaafatamtuun waajjiira dhimma dubartoota daaimmaan dargaggootaa godina harargee lixaa aaddee asiliyaa ibrahiim barmaatiilee miidhaa geessisaan hanbiisuuf abbootiin gadaa abbootiin amantii qaamooleen biroo dhiyeenyaan hawaasa keessaatti barmaatiileen miidhaa geessisaan dubartoota daaimmaan irraatti rawwatamu argu taeef waliin marachuun barbaachisee jedhan,0
obn hagayya 01 2013 oloompikii tookiyootti waldorgommiin xumuraa fiigicha meetira 10 000 dubartoota har'a guyyaa sa'aatii 7 45 irratti eegala,0
dorgommii fiigichaa dubartoota kanan itiyoophiyaa bakka bu'an atileetota sadiidha,0
obn fulbaana 20 2013 waldaan dubartoota oromoo magaalaa finfinnee kantiibaa aantuu bulchiinsa magaalaa finfinnee aadde adaanech abeebeef kennaa uffata aadaa gumaacheera,0
obn ebla 13 2013 liigiin dubartootaa paartii badhaadhinaa oromiyaa konfaransii sochii filannoo bara 2013 geggeessuuf qophii xumuruusaa beeksise,0
liigiin dubartootaa paartii badhaadhinaa oromiyaa qophii konfaransii sadarkaa xumuree guyyaa boruu magaalaa adaamaa galma abbaa gadaatti sirna ho'aadhaan eegalu ta'uun himame,0
hoggantuun biiroo dhimma dubartootaa daa'immaniifi dargaggootaa oromiyaa aadde sa'aadaa usmaan ibsanitti waltajjiin konfaransii liigii dubartootaa sadarkaa naannootti geggeeffamu guduunfaa waltajjii konfaransii sadarkaa gandaarraa eegalee naannootti dubartoota miseensotaafi deeggartoota paartii badhaadhinaa ta'an miliyiona 5 hirmaachiseeti,0
uffata looltoota ertiriyaa uffachuun qabeenya uummataa saamani dubartoota gudeedan shiftoota juntaan uumee jedha bulchiinsi godina kaabaa tigraayi,0
obn 09 02 2011 fayyadamtummaa dubartootaa cimsuuf muudama carraa hojii uumuu diinagdeedhan danda'an gochuuf hojjetamaa jira dr abiyyi ahmad,0
obn waxabajjii 16 2013 dubartoota hoggansaaf gahoomsuun guddinaafi misooma biyyaa faayidaa guddaa qaba jedhan pireezidaanti sahilewarqi zawudee,0
pireezidaanti sahilewarqi waltajjii dhaabbanni dubartoota hoggansa siyaasa jedhufi dhaabbataa biyyoota gamtoominaatti barreessaa olaanaa aanaa waliin qopheessan irratti argamuun haasaa taasisanin dubartoota aangoof gahoomsuun guddinaafi misooma biyyaa faayidaa guddaa qaba jedhan,0
dubartoota aangootti fiduun dandaamuus dubartootaaf leenjii gaggeessummaa kennuu dubartoota aangoo jiranifi dubartoota birofis gorsaafi leenjii kennun dubarttoonni walii aadaa waldeeggaruufi waliin hojjechuu gabbisuu qabanif dubarttoonni carraa argataan hojjechuu dandaaan amanuun barbaachisadhas jedhan pireezidaantii sahileworqi,0
obn adoolessa 30 2013 gumiin dubartoota magaalaa roobee raayyaa ittisa biyyaatiif gala qopheessan miseensoti dubartootaa kunneen lukkuu haga lubbuutti qaban maraan gooticha raayyaa ittisa biyyaa cinaa dhaabbachuuf qophii tauu dubbataniiru,0
gootichi raayyaan ittisa biyyaa jaarmiyaa ijoolleen ijaarte utubuu qabna jedhan miseensoti gumii dubartoota magaalaa roobee,0
gaafatamtuun liigii dubartoota magaalaa roobee aadde alminash tsaggaa gumaatni godhaa jirru jalqabadha fuula duraatti fuufiinsaan kutaalee hawaasaa mara hirmaachisuun deeggaruuf qophiidha jedhan,0
filattoota filannoo galmaaan keessaa 54 dhiiroota 46 dubartoota tauu boordichi ibseera,0
obn adooleessa 28 2013 dubartootni jaarmiyaleen dubartoota bulchiinsa magaalaa galaan gootaa raayyaa ittisa biyyaaf dhiiga arjoomuun hidha guddicha haaromsa itoophiyaafis boondii bitan,0
gaafatamtuun dhimmaa dubartoota daa'immaniif dargaggoota magaalaa galaan addee dimbilaal kabbadaa magaalichatti raayya ittisa biyyaaf saangootaa deeggarsa maallaqaa garaa garaa tolchaa turree hardhas kanuma agrsiisaa jedhan,0
hojiin dubartoonni jijjirama biyya keessaa qabdu hin qabne jedhan kantiibaa aantuu bulchiinsa magaalaa galaan addee wenisheet gizaaw hawaasni magaalichaa goota rayyaa ittisa biyyaa hidha haaromsa dhiigaa lubbuu ofiitti ilmaan ergaa jiruu jedhan,0
daayirekterrii waajjira qindeessaa hirmaannaa uummataa hidha haaromsa guddichaa itoophiyaa nannoo oromiyaa aantuun pireezidaantii federeesheenii dubartootaa oromiyaa addee qonjiit baqqalaa birmadummaa biyyaa mirkananeessuuf raayyaa ittisa biyyaa hidhaa haromsaa guddichaa itubuu qabnaa jedhan,0
dubartootni magaalaa galaan dhiiga ajoomanii boondii bitataniis qaamaan deemuu baannes bakkuma jirruutti dandeennuun dirqama ba'aa jirraa jedhan,0
obn hagayya 23 2012 liigiin dubartoota paartii badhaadhinaa meeshaalee nyaata uffataa qulqullina eggachuuf oolan birrii miiliyoona 7 8 tilmamamu lammiilee miidhan gaheef deggarsa taasisan,0
liigiin dubartoota paartii badhaadhinaa liigii dubartoota badhaadhinaa finfinnee walin taun rakkoo nageenyaa ajjechaa artisti haacaaluu hundeessaa ilaalchise magaala shaashamannee magaaloota birootti muudateen lammiilee miidhan gaheef qindeessuummma miseensoota gaggeessitoota liigichaan maallaqa qaamoolee garaagaraa sassabameen meeshaaleen nyaataa uffannaa qulqullinaa eggachuuf oolan birrii miiliyoona 7 8 tilmamaman bulchinsaa magaala shaashamannee nageellef kennaniiru,0
obn hagayya 17 2012 tajaajiluun kabajaa ta'e dubartoota caala barsiisu hin jiru jedhan kantiibaan ittaantuu bulchinsa magaalaa finfinnee aadde adaanach abeebee,0
har'a bulchiinsa magaalaa finfinneetti waltajjii biiroon dhimma dubartootaa daa'immanii qopheeserratti gurmaa'insa dubartoota finfinnee waliin mari'achusaanis fuula feesbuukii isaanirratti ibsaniiru,0
obn amajji 20 2013 leenjiin dubartoota hoggansaatti fiduuf gahoomsu xiyyeeeffannon hojjetaa jiru ministeerri galiiwwanii beeksise,0
ministeerri galiiwwanii daarekatooreetiin dubartootaa daaiammanifi dargaggoota leenjii guyyaa lamaa qindeessitoota garee dubartootaa ogeeyyiifi gaggeessitootaaf sirna bulchiinsa taaksiifi seeraa taaksiif bitamuu irratti kenneera,0
obn amaj 30 2013  dubartoota daaimmaanifi dargaggoota fayyadamoo taasisuuf qaamoleen dhimmi ilaallatuufi qaamoleen deeggartoota xiyyeeffannoon hojjechuu qaban waamichi dhiyaate,0
jiottaan 6n darban hirmaannaafi fayyadamummaa dubartootaafi dargaggoota hundaan jiru mirkaneessuuf mirgaafi nageenya daaimmanni eeguuf hojileen hedduun bifa qindoomina qabuun hojjetamera jedhame,0
obn hagayya 01 2013 jaarmiyaaleen dubartootaa godina lixaa goota raayyaa ittisaa biyyaaf galaa birrii miiliyoona 1 9tti tilmaamamu qopheessan,0
obn caamsaa 02 2013 paartiin badhaadhinaa dubartoota hunda hiyyuummaa baasuuf hojjetu kaantibaa ittaantuun magaalaa finfinnee aadde adaanach abeebee ibsan,0
miseensonnifi deeggartoonni dubartootaa paartii badhaadhinaa kutaa bulchiinsa aqaaqii duula filannoo gaggeessan,0
fayyadamummaa dinagdee dubartootaaf paartiin badhaadhinaa hojjeta jedhan aadde adaanachi ammaa walqixxummaa hirmannaa siyaasa dubartoota jiraatu taasifameera jedhan,0
gabaasa ebcti filannoon biyyaalessaa bara 2013 sirriin gaggeeffamuuf dubartoonni gahee bahuu qaban waamichaa dhiyeessaniiru,0
paartiin badhaadhinaa dubartoonni fayyadamtoota carraa hojii taaniif xiyyeeffannoon hojjetu tauun ibsameera,0
obn waxabajjii 27 2013 wajjirri dhimma dubartoota daa'immanii dargaggootaa godina shawaa lixaa duula dhaabbii biqiltuu ashaaraa magariisaa marsaa 3ffaa milkeessuuf bilqiltu gosa garaagaraa miiliyoona 12 dhaabuuf hojii eegaluu beeksise,0
milkaa'ina gamanaan jiru fuufsiisuuf dargaggootaa tola ooltummaan hojjetan gurmeessuun kununsiifi eegumsi gahaa taasifamuuf haala mijeessineerra jedhan gaafatamtuun wajjira dhimma dubartoota daa'immanii dargaggootaa godina shawaa lixaa aadde aganyehush ajjamaa,0
aanaalee godina shawaa lixaai 22 jiran dubartootaafi dargaggootaa qindeessuun hojiin ashaaraa magariisaa dhugoomsuu eegalameera jedhan,0
obn 10 10 2010 yaa'iin waldaa dubartoota oromoo magaalaa finfinnee galma giddugala aadaa oromooti taa'ame,0
obn gurraandhala 28 2013 harka 50 fayyadamtoonni geejiba motora maleeyyii dubartoota taaniif hojjatamaa jiraachuu ministeerri geejibaa beeksise,0
damee geejibaan karoora misooma 10 irratti harka 50 fayyadamtoonni geejiba motora maleeyyii dubartoota taaniif hojjetamaa jiraachuu ministirri geejibaa aadde daagmaawit mogas himaniiru,0
ministeerri geejibaa guyyaa dubartootaa idil adduunyaa sababeeffachuun yaada  geejiba motora maleeyyii dubartoota hirmaachise jedhuun sadarkaa biyyaatti guyyaa biskileetootaafi imala miilaa 6ffaa kabajeera,0
obn adoolessa 28 2013 atleet fireewayini haayiluu dorgommi dubartoota meetira 1 500 xumuraaf dabarteetti,0
obn bitootessa 07 2013 dhaabbanni un woman dubartoota dhibba 5f deeggarsa taasise,0
dhaabbanni un woman meeshaalee dhibee weerara vaayirasii koroonaa ittisuuf gargaaru dubartoota dhibba 5f deeggarsa taasisuu beeksise,0
obn bitooteessa 13 2013  kadhimamtoota dubartoota paartilee siyaasaaf leenjiin ijaarsa dandeetti kennama jira,0
dorgomtoonni paartilee siyaasa kadhimamtoota dubartoota filannoo biyyaaleessaafi 6ffaa irratti bifa fooyyaaa taeen dorgomaa taani bahan leenjiin ijaarsa dandeettii foorim federeshiniifi mana maree federeshinii waliin tauun qophaaee magaalaa finfinneetti kennama jira,0
filannoo biyyoolessaa paartilee siyaasaa galmaaan 20 kadhimamtoota dubartoota walitti babahan hirmaatan tau dabalataan dubartoonni carraa filachuufi filatamuu heera mootummaa fayyadamuun dorgoomaa tauufi gahoomani argamuuf tattaffiin mataa murteessa tauu aantuun yaaii hubachiisaniiru,0
obn adoolessa 23 2013 dubartoonni boor magaalaa goree goota raayyaa ittisa biyyaaf duulaan galaa qopheessun wareegama lubbuutti deeggaran himan,0
dubartoonni magaalaa gorees goota raayyaa ittisa biyyaaf duulaan galaa qopheessaniru,0
gaafatamtuun ligii dubartoota paartii badhaadhina godina boor aadde tsehaayinash akliluu dubartoonni godinichaa dhiiga arjoomu galaa qopheessuu maallaqa arjoomuu deeggarsa garaa taasiisaa jiran dubbataniiru,0
guyyaa 24 06 sagantaan kabaja guyyaa dubartoota addunyaa march 8 koonfiransiin dubartootaa sadarkaa godina shawaa kibba lixaatti gaggeeffameera,0
saganticharratti dubartoonni seektaraalee dhimma dubartootaa daa'immanii dargaggootaa aanaalee godinichaarraa hirmaatan qooda fudhattoonni adda addaa gaggeessittoonni sadarkaa godinichaa irraayis hirmaataniiru,0
sagantaa guyyaa dubartoota sadarkaa godina shawaa kibba lixaatti kabajame kanarratti marii sagantaaleen bashananaa garagaraa dhiyaataniiru,0
obn ebla 30 2013  godina jimmaatti dubartootni aanaa gommaafi magaalaa aggaaroo deeggartootaafi miseensota paartii badhaadhinaa duula filadhaa geggeessaniiru,0
kantiibaan magaala aggaaroo obbo nasiib yaasin dubartoota hiriira irratti argamaniin badhaadhinni yaada haaraa qabatee jijjiiramaaf paartii hojjetuudha jedhan,0
obn caamsaa 21 2013 biiroon dhimma hojjetaa hawwaasummaa oromiyaa waajjirri dhimma hojjetaa hawaasummaa magaalaa adaamaa dubartoota harka qalleeyyii sababa rakkoo hawwaasummaa diinagdeerraan ka'e hojii hin malleerratti bobba'aniif leenjii jiruufi jireenya foyyeessuuf gargaaru magaalaa adaamaatti kennaa jira,0
hoogganaa aanaan biiroo dhimma hojjetaa hawwaasummaa oromiyaa obbo baayisaa kumaa qoodni dubartootni badhaadhina maatii milkeessuu qaban olaanaadha jedhan,0
dubartoota sababa rakkoo hawwaasummaa dinagdeen jiruuf jireenya rakkoo adda addaaf saaxilanii jireenya geggeeffataa jiran akkaataa baraaruun danda'amurratti leenjii kennamaa jira jedhan,0
dubartoota humna misoomaa gochuun badhaadhina maatii milkeessuu gahee bahatan taasisuudhaa jedhan,0
obn caamsaa 18 2013 dubartoota dinaagdeen cimsuun hirkatummaa bahanii maatiifi hawaasarraa darbanii utubaa dinagdee biyyaa tahanuuf leenjiifi dhiyeessiin liiqaa jalqabame cimee fufuu qaba jedhaan pireezidaantii saahilewarqi zawudee,0
piroojeektiin misooma intarpiraayizii dubartootaa 2ffaa liiqaa doolaara ameerikaa miliyoona 100 baankii addunyaraa argameen jalqabsisuuf qophiin xumurameera jedhame piroojektiichas jalqabsiisaan pireezidaantii saahilewarqi zawudeedha,0
pireezidaantii saahilewarqi dubartoota dinagdeen dandeessisuun hirkatummaa baasuun badhaadhina biyyaaf bu'uura cimaa ka'uudha jedhaan,0
ministirrii ministeera misooma magaalaafi konistiraakshinii injinaar ayisha mahaammed isaaniin piroojektiin misooma intarpiraayizii marsaa jalqabaatiin dubartoonni daldalaa oomishafi tajaajila irratti hirmaataan bu'a qabatamaa buusuun sadarkaa addunyaatti fakkeenya ta'uun biyyoota afirikaaf muxannoo dabarsuu baankiin addunyaa biratti biyyi fudhatamummaa argatuu taasiiseera jedhan,0
obn caamsaa 20 2013 waltajjiin marii yaa'ii dhaabbilee amantootaa itoophiyaa magaalaa adaamaatti gaggeeffame,0
yaa'iin dhaabbilee amantootaa hundeeffamee 10n dhimma nageenyaafi miidhalee dubartoota dhaqqabu ittisuu irratti hojjechaa turuu barreessaan olaanaa aanaa yaa'ii dhaabbilee amantootaa itiyoophiyaa hajii masuud ahimad himan,0
dubartoota waggaa18 gadi heerumsiisuun miidhaa olaanaa dubartoota dhaqqabas jedhameera,0
dubartoota kittaanuun fayyummaa dubartootaa irratti miidhaa olaanaa dhaqqabsiisus himameera,0
godina gujii lixaatti mariin dubartoota hojjetoota godina hogaansa dubartoota hirmachise mata duree sochii seera maleessummaa tplf sirna federaliiziimii eeguuf yaaliiwwan taasifaman jedhuurratti mariatamaa jira,0
gaafatamtuun ligii dubartoota godina gujii lixaa addee yaadani waanddimu kaayyoon marii miseensoonni liigii dubartootaa dubartoota hundi haala dhugaa qabatamaa jiru hubatanii ijaarsa biyyaa dinagdeen hawaasummaa nageenyaan gahe adda durummaan bahaniif yaadameeti jedhaniru,0
obn gurraandhala 24 2013  dubartoota dandeettiifi gahumsa qaban hoggansaafi murtee kennuutti fiduuf milkaaina hojii sadarkaa sadarkaan jiruuf qaamooleen dhimmi ilaallatu qindoominaan hojjechuu qaban deetaa ministiira ministeera dubartoota daaimmannifi dargaggoota aadde munaa ahimad waamichi dhiyeessan,0
manni hojii ministeerichaa un women waliin tauun guyyaa dubartoota idil addunyaa sababeffachuun dhimma dubartoota hoggansaafi murtee kennuutti fiduu irratti marii paanaalii gaggeesse,0
guyyaan dubartoota idil addunya addunyatti 110ffaaf itiyoophiyaatti 45ffaaf dhaaddannoo  hawaasa mirgaa dubartoota hundaan kabajan ijaarru  jedhuun jia guutu mirga dubartootaf xiyyeeffannoo kennuun hubannoo hawaasa jijjiruuf haala dandaamu irratti hojilee hubannoo uumuufi sosochiin kabajama jira jedhame,0
obn gurraandhala 27 2013 waajjira dubartoota qofaan tajaajilli hawaasaaf kennamu hojii eegalsiisuuf qophii xumuruu ejensiin mirkaneessaafi galmeessa ragaalee federaala beeksise,0
ejensichi ammaa dubartoota hoggansa jiran 50 'n gahee jira jedhame,0
ejensiin mirkaneessaafi galmeessa ragaalee federaalaa hojjettoota waliin guyyaa dubartoota addunyaa maarch 8 kabaje,0
gaafatamtuun waajjira dhimma dubartoota daa'immaniifii dargaghoota ejensichaa aadde asaallafachi waldagabri'eel dubartoonni ejensichaa bakka eegumsaa qixa dhiiraa ramadamuun guyyaatti namoota 5 keessummeessaa oolu jedhan,0
guyyaa ayyaana sababbeefachuun dubartoota hojii isaaniin fakkeenya ta'aniifii dheeraaf tajaajila kennaniif beekkamtiin kennameefii jira,0
obn guraandhala 26 2013 dubartoota sadarkaa guddaa gahaniif manneen barumsaa haala mijaaa uumuun barbaachisadha jedhan pireezidaanti saahlawarqi zawdee,0
guyyaa dubartoota sababeeffachun pireezidaanti saahlawarqi zawdeefi ministirri ministeera barnootaa dr geetahuun makuriyaa mana baruumsaa sadarkaa 2ffaa tulluu diimtuu daawwataan,0
deeggarsa dubartootaaf mana baruumsaa taasifamaa jiruufi haala baruufi barsiisuu mana baruumsicha irrattis ibsi kennameera,0
deeggarsa barnoota fedhii addaafi namuusaa taasifmaa jirus daawwataniiru pireezidaanti saahlawarqi zawdee gumiin dubartoota mana baruumsicha jiru hojiilee miidhamaa ittisuuf hojjechaa jiru gaarii tauu himuun gumiichi hojii jalqabee cimsee fufu qaba jedhaniiru,0
obn hagayya 01 2013 ministirri muummee dr abiyyi ahimad olompikii tokiyoo irratti itoophiyaan fiigicha meetira 10 000 dubaraatiin atileet lattasanbat gideeyiin medaaliyaa naasaa argachuusheetiin baga gammanne jedhan fuula feesbuukiisaanirratti,0
hindii argannan ijoollee dubaraa caala ijoollee dhiiraa argachuuf fedhii olaanaa qabaniin ka'ee ijoolleen dubaraa hinbarbaadamne miliyoona 21 ta'an biyyattii jiraachu gabaasni motummaa tokkoo beeksise,0
obn 22 05 2010 gabaasni ministeerri maallaqa hindii baasee eereetti maatii hedduun ijoollee dhiiraa ragachuuf dahuu fufuu oggeessi gabaasicha,0
maatiin daa'imti dubaraa ulfa'amee hubataniin ulficha baasuuf yaalii taasisaniin dubbartoonni biyyatti miliyoona 63 ta'an miidhaman taasiseera,0
biyya hindii kunuunsi gaariin shamarran ijoollee dhiiraatiif taasifama,0
obn onk 17 2013  bishaan addeessarratti argame dhala namaa achirra jiraachisuuf ooluu dandaa jedhame,0
dhaabbati qorannoo hawaa us bara 2024tti dubartii jalqabaa dhiiraa anuu addeessatti erguuf jira,0
obn gurraandhala 24 2013 aanaa ambootti barmaatileen boodatti hafaa dubartoota miidhaaf saaxilan har'as hin hafne jedhame,0
